活动区域,子区域,日期,时段,客流量,age（0-25）,age（26-44）,age（45-60+）,首次到访占比,男性客流量,女性客流量,驻留时长1,驻留时长2,驻留时长3,驻留时长4,是否活动时间
 无锡映月湖     ,九里仓,20240501,3,172,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,4,160,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,5,281,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,6,572,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,7,942,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,8,1432,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,9,1895,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,10,2284,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,11,2787,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,12,2961,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,13,3206,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,14,3015,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,15,2744,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,16,2974,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,17,3666,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,18,5080,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,19,6843,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,20,6325,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,21,4151,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,22,1686,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240501,23,897,1131,11311,5553,0.73,10750,7287,1972,1027,470,204,1
 无锡映月湖     ,九里仓,20240502,0,630,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,1,315,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,2,164,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,3,158,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,4,157,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,5,299,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,6,607,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,7,993,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,8,1450,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,9,1810,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,10,2140,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,映月天地,20240427,2,59,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,3,25,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,4,7,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,5,82,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,6,211,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,7,371,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,8,494,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,9,626,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,10,727,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,11,943,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,12,991,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,13,988,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,14,1035,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,15,938,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,16,985,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,17,1063,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,18,1068,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,19,1326,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,20,1007,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,21,530,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,22,299,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240427,23,141,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,0,131,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,1,66,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,2,28,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,3,10,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,4,7,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,5,88,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,6,231,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,7,614,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,8,639,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,9,497,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,10,546,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,11,602,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,12,601,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,13,640,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,14,576,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,15,594,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,16,713,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,17,981,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,18,1060,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,19,986,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,20,817,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,21,544,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,22,280,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240428,23,146,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,0,141,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,1,84,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,2,61,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,3,12,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,4,11,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,5,96,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,6,239,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,7,620,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,8,707,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,9,560,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,10,546,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,11,727,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,12,777,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,13,739,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,14,605,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,15,682,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,16,813,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,17,1018,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,18,1198,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,19,1103,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,20,1032,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,21,673,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,22,346,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240429,23,169,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,0,140,,,,,,,,,,,0
 无锡映月湖     ,映月天地,20240430,1,72,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,0,968,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,11,3649,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,15,3935,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,19,5136,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,22,2247,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,4,295,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,8,5195,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,1,526,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,12,3712,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,16,4525,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,23,1595,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,5,791,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,9,3805,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,13,3954,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,17,7062,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,2,485,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,20,5448,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,6,2451,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,10,4326,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,14,5221,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,18,4723,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,21,3434,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,3,540,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,7,3390,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,0,935,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,11,3517,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,15,3743,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,19,4492,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,22,1984,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,4,323,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,8,5257,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,1,465,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,12,3889,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,16,4926,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,23,1980,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,5,797,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,9,4017,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,10,3416,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,14,4054,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,18,5416,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,21,3528,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,3,507,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,7,5797,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240501,0,1143,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,11,4987,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,15,5243,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,19,7694,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,22,3188,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,4,396,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,8,3429,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240502,1,703,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,12,4468,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,16,5313,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,23,2136,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,5,828,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,9,4469,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240503,13,5038,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,17,5398,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,2,416,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,20,5578,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,6,1593,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240504,10,3875,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,14,4107,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,18,4559,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,21,3041,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,3,413,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,7,2840,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240505,0,979,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,11,3799,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,15,4671,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,19,5004,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,22,2149,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,4,335,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,8,3563,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖公园,20240424,10,6555,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,14,6926,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,18,10493,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,21,6408,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,3,930,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,7,11678,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,0,1781,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,11,6534,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,15,7298,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,19,8705,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,22,3656,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,4,533,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,8,8454,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,1,804,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,12,7299,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,16,11146,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,23,3340,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,5,1430,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,9,7389,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,13,8628,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,17,10576,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,2,785,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,20,9128,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,6,3127,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,10,6232,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,14,6376,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,18,9843,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,21,5598,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,3,865,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,7,10703,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,0,1639,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,11,7204,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,15,7771,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,19,9532,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,22,4037,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,4,560,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,8,10127,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,13,7193,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,17,13275,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,2,729,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,20,7690,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,6,4670,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240501,10,9028,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,14,9862,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,18,11686,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,21,9490,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,3,741,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,7,4410,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240502,0,2173,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,11,8212,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,15,8650,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,19,11804,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,22,4726,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,4,773,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,8,6505,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240503,1,1144,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,12,7966,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,16,9060,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,23,3418,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,5,1255,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,9,7732,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240504,13,7425,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,17,9017,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,2,802,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,20,7369,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,6,2598,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240505,10,6723,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,14,7956,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,18,9557,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,21,5919,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,3,606,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,7,4869,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,九里仓,20240424,11,1961,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,12,1983,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,13,1892,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,14,1782,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,15,2063,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240424,16,2626,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,11,1854,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,12,1936,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,13,1838,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,14,1663,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,15,1856,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,16,2580,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240425,17,3582,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,13,1962,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,14,1827,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,15,2304,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,16,2993,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,17,4009,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240426,18,3811,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,13,2410,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,14,2487,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,15,2837,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,16,2557,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240427,17,3177,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,11,1780,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,12,1789,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,13,1697,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,14,1642,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,15,1889,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240428,16,2473,,,,,,,,,,,0
 无锡映月湖     ,九里仓,20240502,11,2420,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,12,2592,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,13,2818,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,14,2701,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,15,2601,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,16,2850,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,17,3489,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,18,4582,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,19,5777,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,20,5054,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,21,3026,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,22,1415,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240502,23,740,934,10123,4990,0.67,9533,6547,1624,856,429,210,1
 无锡映月湖     ,九里仓,20240503,0,583,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,1,347,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,2,205,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,3,106,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,4,110,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,5,283,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,6,585,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,7,960,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,8,1451,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,9,1815,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,10,2056,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,11,2200,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,12,2359,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,13,2609,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
 无锡映月湖     ,九里仓,20240503,14,2499,918,9300,4634,0.65,8868,6015,1375,753,409,193,1
