活动区域,子区域,日期,时段,客流量,age（0-25）,age（26-44）,age（45-60+）,首次到访占比,男性客流量,女性客流量,驻留时长1,驻留时长2,驻留时长3,驻留时长4,是否活动时间
 无锡映月湖     ,九里仓,20240505,14,2155,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,15,2565,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,16,2247,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,17,2884,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,18,3080,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,19,3290,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,20,2935,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,21,1676,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,22,917,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,九里仓,20240505,23,572,756,7609,3686,0.64,7155,4453,775,485,306,189,1
 无锡映月湖     ,映月天地,20240503,0,190,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,1,111,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,2,81,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,3,67,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,4,84,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,5,83,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,6,210,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,7,370,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,8,594,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,9,809,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,10,876,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,11,1014,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,12,1058,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,13,1242,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,14,1073,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,15,1037,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,16,1046,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,17,1323,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,18,1437,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,19,1621,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,20,1540,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,21,969,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,22,469,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240503,23,204,471,3877,2135,0.73,3746,2752,428,362,257,120,1
 无锡映月湖     ,映月天地,20240504,0,170,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,1,91,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,2,39,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,3,8,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,4,10,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,5,77,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,6,198,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,7,289,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,8,480,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,9,578,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,10,658,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,11,846,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,12,819,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,13,932,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,14,902,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,15,806,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,16,938,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,17,1030,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,18,1020,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,19,1120,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,20,877,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,21,599,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,22,347,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240504,23,180,341,2966,1448,0.71,2840,1933,305,339,217,102,1
 无锡映月湖     ,映月天地,20240505,0,138,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,1,74,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,2,43,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,3,44,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,4,31,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,5,59,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,6,140,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,7,264,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,8,434,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,9,533,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,10,565,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,11,747,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,12,735,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,13,859,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,14,786,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,15,865,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,16,857,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,17,960,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,18,1003,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,19,1178,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,20,981,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,21,593,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,22,272,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月天地,20240505,23,179,377,2905,1519,0.71,2840,1933,301,256,196,102,1
 无锡映月湖     ,映月湖中央公园,20240424,13,3845,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,17,6204,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,2,485,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,20,4827,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240424,6,2368,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,10,2764,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,14,3589,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,18,5273,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,21,3214,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,3,438,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240425,7,4904,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,0,861,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,11,3904,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,15,4901,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,19,5741,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,22,2677,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,4,329,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240426,8,5186,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,1,683,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,12,4560,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,16,5483,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,23,1767,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,5,787,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240427,9,4186,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,13,3590,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,17,6510,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,2,384,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,20,4278,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240428,6,2491,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,10,3583,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,14,3856,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,18,5798,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,21,3595,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,3,552,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240429,7,5904,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,1,545,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,12,3787,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,16,5086,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,23,2324,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,5,833,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240430,9,3657,,,,,,,,,,,0
 无锡映月湖     ,映月湖中央公园,20240501,13,5257,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,17,5662,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,2,550,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,20,7224,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240501,6,1608,2259,20003,10256,0.69,19956,12626,990,546,362,128,1
 无锡映月湖     ,映月湖中央公园,20240502,10,4923,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,14,5094,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,18,5702,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,21,4499,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,3,587,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240502,7,2942,1847,18503,9686,0.64,18533,11554,857,549,388,145,1
 无锡映月湖     ,映月湖中央公园,20240503,0,1028,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,11,4508,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,15,4981,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,19,5828,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,22,2685,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,4,382,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240503,8,3931,1828,17806,9529,0.62,18080,11120,864,501,380,133,1
 无锡映月湖     ,映月湖中央公园,20240504,1,679,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,12,3901,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,16,4429,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,23,1965,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,5,722,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240504,9,3660,1562,15385,8123,0.6,15807,9310,579,347,291,112,1
 无锡映月湖     ,映月湖中央公园,20240505,13,4198,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,17,5697,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,2,383,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,20,4801,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖中央公园,20240505,6,1550,1804,16209,8971,0.63,15807,9310,559,331,228,117,1
 无锡映月湖     ,映月湖公园,20240424,1,1156,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,12,7352,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,16,9785,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,23,2743,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,5,1437,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240424,9,7550,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,13,7112,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,17,12578,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,2,773,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,20,8629,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240425,6,3958,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,10,6570,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,14,7639,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,18,12033,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,21,7343,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,3,786,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240426,7,11364,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,0,1970,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,11,8148,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,15,10009,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,19,9856,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,22,3831,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,4,599,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240427,8,6996,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,1,896,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,12,6199,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,16,9090,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,23,2708,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,5,1341,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240428,9,6692,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,13,7516,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,17,13106,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,2,736,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,20,9504,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240429,6,4396,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,0,1859,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,11,6870,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,15,8879,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,19,8504,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,22,4616,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,4,648,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240430,8,9681,,,,,,,,,,,0
 无锡映月湖     ,映月湖公园,20240501,1,1206,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,12,8768,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,16,9897,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,23,3470,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,5,1360,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240501,9,7748,3646,31124,15884,0.64,30679,20070,4172,2591,1684,564,1
 无锡映月湖     ,映月湖公园,20240502,13,9220,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,17,9999,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,2,812,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,20,11004,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240502,6,2849,2962,14905,29029,0.58,28495,18488,3524,2297,1582,599,1
 无锡映月湖     ,映月湖公园,20240503,10,8341,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,14,8660,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,18,10269,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,21,7564,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,3,494,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240503,7,4828,2874,28116,14794,0.56,27828,18028,3264,2073,1537,612,1
 无锡映月湖     ,映月湖公园,20240504,0,2023,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,11,7151,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,15,7440,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,19,8440,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,22,4005,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,4,477,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240504,8,5727,2603,24686,12829,0.55,24816,15387,2144,1393,1021,530,1
 无锡映月湖     ,映月湖公园,20240505,1,1043,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,12,7368,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,16,8419,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,23,2773,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,5,995,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 无锡映月湖     ,映月湖公园,20240505,9,6260,3208,26528,14158,0.58,24816,15387,2075,1363,957,503,1
 江阴音乐节     ,江阴体育馆,20240603,16,4333,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,17,5882,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,18,4759,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,19,4092,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,21,2300,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,22,1257,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240603,23,725,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240604,11,3874,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,12,3473,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,13,3755,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,14,3764,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,15,3975,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,16,4620,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,17,6114,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,18,5163,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,20,3773,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,21,2430,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,22,1183,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240604,23,792,,,,,,,931,701,324,57,0
 江阴音乐节     ,江阴体育馆,20240605,10,3690,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,11,4030,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,12,3663,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,13,4077,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,7,4746,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,8,5175,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240605,9,4204,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,2,88,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,3,95,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,4,112,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,5,367,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,6,2109,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,7,4275,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,8,4699,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240606,9,4710,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,0,450,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,1,227,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,2,138,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,3,127,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240607,4,185,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,17,5032,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,18,4968,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,19,5066,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,22,1470,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240608,23,955,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,12,4097,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,13,4645,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,14,4804,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,15,4852,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,16,5150,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,17,5201,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,18,4691,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,19,5109,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,20,4444,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,21,2872,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,22,1714,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240609,23,965,,,,,,,,,,,0
 江阴音乐节     ,江阴体育馆,20240610,10,4111,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,11,4125,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,12,4196,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,13,4544,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,7,2358,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,8,3027,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,江阴体育馆,20240610,9,3739,1123,16956,9194,0.76,12753,14532,8902,12620,18836,1220,1
 江阴音乐节     ,次级防控圈,20240603,17,36138,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,18,28459,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,19,24309,,,,,,,,,,,0
 江阴音乐节     ,次级防控圈,20240603,22,12341,,,,,,,,,,,0
